time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,thrust,normalized_tau_x,normalized_tau_y,normalized_tau_z,normalized_thrust,throttle1,throttle2,throttle3,throttle4
0.13,0.0,0.0,-0.028528328854372263,0.0,0.0,-0.38140260675765364,10.59449895702136,-0.4183121898994351,0.2404190638675509,-0.3172071750925045,0.7199795417615603,1.0,1.0,0.1,0.7799181670462411
0.14,0.0,0.0,-0.032617432933078505,0.0,0.0,-0.40891040787062444,10.588829833054382,-0.4176378280515384,0.23987414990636197,-0.3176435993962622,0.7195942801939776,1.0,1.0,0.1,0.7783771207759105
0.15,0.0,0.0,-0.03698199889954,0.0,0.0,-0.43645659664614966,10.583071683671218,-0.41695287632335004,0.2393206788572591,-0.31808687711432193,0.7192029686490803,1.0,1.0,0.1,0.776811874596321
0.16,0.0,0.0,-0.04162241661434071,0.0,0.0,-0.46404177148007153,10.577223774911719,-0.41625724740777936,0.2387585801722824,-0.318537064748896,0.7188055572485028,1.0,1.0,0.1,0.7752222289940114
0.17,0.0,0.0,-0.04653908197206674,0.0,0.0,-0.49166653577260294,10.571285356120285,-0.41555085201175285,0.23818778169871074,-0.3189942200874579,0.7184019949792921,1.0,1.0,0.1,0.7736079799171683
0.18,0.0,0.0,-0.051732396952492196,0.0,0.0,-0.5193314980425451,10.565255659508686,-0.4148335988042136,0.23760820963704282,-0.31945840223639554,0.7179922296641988,1.0,1.0,0.1,0.7719689186567953
0.19,0.0,0.0,-0.05720276967293747,0.0,0.0,-0.5470372720445275,10.559133899702651,-0.41410539436218263,0.23701978849741273,-0.31992967165591835,0.7175762079308631,1.0,1.0,0.1,0.7703048317234522
0.2,0.0,0.0,-0.06295061444183132,0.0,0.0,-0.574784476889385,10.552919273271367,-0.4133661431147946,0.23642244105436788,-0.3204080901962755,0.7171538751798415,1.0,1.0,0.1,0.7686155007193661
0.21,0.0,0.0,-0.06897635181350922,0.0,0.0,-0.6025737371677902,10.546610958239231,-0.41261574728521583,0.23581608829993678,-0.32089372113534476,0.7167251755514259,1.0,1.0,0.1,0.7669007022057035
0.22,0.0,0.0,-0.07528040864428186,0.0,0.0,-0.6304056830772637,10.540208113578966,-0.4118541068303513,0.2352006493949092,-0.321386629217652,0.7162900518911971,1.0,1.0,0.1,0.7651602075647882
